Location,DataId,Indicator,Value,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,SDRID,RegionId,SurveyType,DenominatorWeighted,DenominatorUnweighted,LevelRank
Nyamira,2357741,Women's literacy: Total,100,2014,KE2014DHS,ED_LITR_W_TOT,231233080,T,416086,1416086,EDLITRWTOT,KEDHS2014416086,DHS,334,624,2
Nairobi,4707505,Women's literacy: Total,100,2014,KE2014DHS,ED_LITR_W_TOT,231233080,T,416001,1416090,EDLITRWTOT,KEDHS2014416001,DHS,3770,999,1
Nairobi,4707506,Women's literacy: Total,100,2014,KE2014DHS,ED_LITR_W_TOT,231233080,T,416001,1416090,EDLITRWTOT,KEDHS2014416001,DHS,3770,999,2
Coast,6551871,Women who are literate,80.2,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416003,1416010,EDLITRWLIT,KEDHS2014416003,DHS,3076,3902,1
Mombasa,1464934,Women who are literate,92.6,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416011,1416011,EDLITRWLIT,KEDHS2014416011,DHS,912,598,2
Kwale,1947325,Women who are literate,72.7,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416012,1416012,EDLITRWLIT,KEDHS2014416012,DHS,619,671,2
Kilifi,4533571,Women who are literate,75.1,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416013,1416013,EDLITRWLIT,KEDHS2014416013,DHS,1043,824,2
Tana River,2812567,Women who are literate,53.5,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416014,1416014,EDLITRWLIT,KEDHS2014416014,DHS,197,686,2
Lamu,2066959,Women who are literate,84.2,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416015,1416015,EDLITRWLIT,KEDHS2014416015,DHS,89,600,2
Taita Taveta,5693541,Women who are literate,96.1,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416016,1416016,EDLITRWLIT,KEDHS2014416016,DHS,215,523,2
North Eastern,4847177,Women who are literate,23.9,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416008,1416020,EDLITRWLIT,KEDHS2014416008,DHS,648,1664,1
Garissa,4927725,Women who are literate,26.3,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416021,1416021,EDLITRWLIT,KEDHS2014416021,DHS,261,609,2
Wajir,6572808,Women who are literate,20.7,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416022,1416022,EDLITRWLIT,KEDHS2014416022,DHS,212,532,2
Mandera,6761245,Women who are literate,24,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416023,1416023,EDLITRWLIT,KEDHS2014416023,DHS,175,523,2
Eastern,6754764,Women who are literate,89.4,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416004,1416030,EDLITRWLIT,KEDHS2014416004,DHS,4375,5247,1
Marsabit,4762877,Women who are literate,35.5,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416031,1416031,EDLITRWLIT,KEDHS2014416031,DHS,115,575,2
Isiolo,7346623,Women who are literate,58,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416032,1416032,EDLITRWLIT,KEDHS2014416032,DHS,104,606,2
Meru,7150093,Women who are literate,86.1,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416033,1416033,EDLITRWLIT,KEDHS2014416033,DHS,1110,682,2
Tharaka-Nithi,3782930,Women who are literate,84.1,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416034,1416034,EDLITRWLIT,KEDHS2014416034,DHS,275,528,2
Embu,5713265,Women who are literate,95.4,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416035,1416035,EDLITRWLIT,KEDHS2014416035,DHS,459,645,2
Kitui,3330120,Women who are literate,91.7,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416036,1416036,EDLITRWLIT,KEDHS2014416036,DHS,759,747,2
Machakos,5862020,Women who are literate,95.3,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416037,1416037,EDLITRWLIT,KEDHS2014416037,DHS,873,718,2
Makueni,1300656,Women who are literate,96.9,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416038,1416038,EDLITRWLIT,KEDHS2014416038,DHS,680,746,2
Central,5669620,Women who are literate,94.9,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416002,1416040,EDLITRWLIT,KEDHS2014416002,DHS,3994,3114,1
Nyandarua,2340843,Women who are literate,94.3,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416041,1416041,EDLITRWLIT,KEDHS2014416041,DHS,436,562,2
Nyeri,6781126,Women who are literate,96.3,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416042,1416042,EDLITRWLIT,KEDHS2014416042,DHS,650,708,2
Kirinyaga,6496682,Women who are literate,91.5,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416043,1416043,EDLITRWLIT,KEDHS2014416043,DHS,451,560,2
Murang'a,6619711,Women who are literate,93.9,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416044,1416044,EDLITRWLIT,KEDHS2014416044,DHS,735,633,2
Kiambu,6264015,Women who are literate,95.8,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416045,1416045,EDLITRWLIT,KEDHS2014416045,DHS,1722,651,2
Rift Valley,4243558,Women who are literate,84.5,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416006,1416050,EDLITRWLIT,KEDHS2014416006,DHS,7953,9059,1
Turkana,4546842,Women who are literate,24.5,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416051,1416051,EDLITRWLIT,KEDHS2014416051,DHS,320,514,2
West Pokot,2096657,Women who are literate,50,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416052,1416052,EDLITRWLIT,KEDHS2014416052,DHS,267,534,2
Samburu,1853704,Women who are literate,40.1,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416053,1416053,EDLITRWLIT,KEDHS2014416053,DHS,123,579,2
Trans-Nzoia,7510190,Women who are literate,85.6,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416054,1416054,EDLITRWLIT,KEDHS2014416054,DHS,768,695,2
Uasin Gishu,3322773,Women who are literate,93.9,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416055,1416055,EDLITRWLIT,KEDHS2014416055,DHS,784,689,2
Elgeyo Marakwet,5856271,Women who are literate,96.8,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416056,1416056,EDLITRWLIT,KEDHS2014416056,DHS,250,630,2
Nandi,1293522,Women who are literate,98.4,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416057,1416057,EDLITRWLIT,KEDHS2014416057,DHS,628,742,2
Baringo,5902723,Women who are literate,86.3,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416058,1416058,EDLITRWLIT,KEDHS2014416058,DHS,335,598,2
Laikipia,4966995,Women who are literate,83,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416059,1416059,EDLITRWLIT,KEDHS2014416059,DHS,342,631,2
Nakuru,2350173,Women who are literate,94,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416060,1416060,EDLITRWLIT,KEDHS2014416060,DHS,1574,741,2
Narok,5372513,Women who are literate,74,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416061,1416061,EDLITRWLIT,KEDHS2014416061,DHS,642,702,2
Kajiado,6877633,Women who are literate,83.1,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416062,1416062,EDLITRWLIT,KEDHS2014416062,DHS,670,642,2
Kericho,6611778,Women who are literate,89.3,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416063,1416063,EDLITRWLIT,KEDHS2014416063,DHS,563,654,2
Bomet,4735924,Women who are literate,89.4,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416064,1416064,EDLITRWLIT,KEDHS2014416064,DHS,687,708,2
Western,2350131,Women who are literate,90.1,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416007,1416070,EDLITRWLIT,KEDHS2014416007,DHS,3225,2840,1
Kakamega,7140620,Women who are literate,92.1,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416071,1416071,EDLITRWLIT,KEDHS2014416071,DHS,1108,725,2
Vihiga,1846874,Women who are literate,93.1,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416072,1416072,EDLITRWLIT,KEDHS2014416072,DHS,368,634,2
Bungoma,7559993,Women who are literate,88.7,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416073,1416073,EDLITRWLIT,KEDHS2014416073,DHS,1203,805,2
Busia,3930434,Women who are literate,87,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416074,1416074,EDLITRWLIT,KEDHS2014416074,DHS,546,676,2
Nyanza,4901217,Women who are literate,91.7,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416005,1416080,EDLITRWLIT,KEDHS2014416005,DHS,4038,4254,1
Siaya,6884907,Women who are literate,91.5,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416081,1416081,EDLITRWLIT,KEDHS2014416081,DHS,572,654,2
Kisumu,6344530,Women who are literate,92.6,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416082,1416082,EDLITRWLIT,KEDHS2014416082,DHS,820,696,2
Homa Bay,4749702,Women who are literate,93.8,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416083,1416083,EDLITRWLIT,KEDHS2014416083,DHS,798,716,2
Migori,7036571,Women who are literate,85.7,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416084,1416084,EDLITRWLIT,KEDHS2014416084,DHS,650,770,2
Kisii,5232365,Women who are literate,91.2,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416085,1416085,EDLITRWLIT,KEDHS2014416085,DHS,864,794,2
Nyamira,2357754,Women who are literate,98.2,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416086,1416086,EDLITRWLIT,KEDHS2014416086,DHS,334,624,2
Nairobi,4707509,Women who are literate,96.5,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416001,1416090,EDLITRWLIT,KEDHS2014416001,DHS,3770,999,1
Nairobi,4707510,Women who are literate,96.5,2014,KE2014DHS,ED_LITR_W_LIT,231233090,I,416001,1416090,EDLITRWLIT,KEDHS2014416001,DHS,3770,999,2
Coast,5055691,Men with secondary or higher education,43.9,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416003,1416010,EDLITRMSCH,KEDHS2014416003,DHS,1260,1505,1
Mombasa,2340876,Men with secondary or higher education,56.1,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416011,1416011,EDLITRMSCH,KEDHS2014416011,DHS,481,270,2
Kwale,1919063,Men with secondary or higher education,33.9,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416012,1416012,EDLITRMSCH,KEDHS2014416012,DHS,226,250,2
Kilifi,5735511,Men with secondary or higher education,38.1,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416013,1416013,EDLITRMSCH,KEDHS2014416013,DHS,359,304,2
Tana River,6200703,Men with secondary or higher education,23.3,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416014,1416014,EDLITRMSCH,KEDHS2014416014,DHS,65,204,2
Lamu,2067095,Men with secondary or higher education,34.5,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416015,1416015,EDLITRMSCH,KEDHS2014416015,DHS,37,227,2
Taita Taveta,4919900,Men with secondary or higher education,45.3,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416016,1416016,EDLITRMSCH,KEDHS2014416016,DHS,93,250,2
North Eastern,6830201,Men with secondary or higher education,28.4,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416008,1416020,EDLITRMSCH,KEDHS2014416008,DHS,227,591,1
Garissa,7198865,Men with secondary or higher education,32.9,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416021,1416021,EDLITRMSCH,KEDHS2014416021,DHS,94,208,2
Wajir,5160848,Men with secondary or higher education,28.1,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416022,1416022,EDLITRMSCH,KEDHS2014416022,DHS,72,187,2
Mandera,3557071,Men with secondary or higher education,21.6,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416023,1416023,EDLITRMSCH,KEDHS2014416023,DHS,60,196,2
Eastern,3525291,Men with secondary or higher education,38.9,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416004,1416030,EDLITRMSCH,KEDHS2014416004,DHS,1825,2144,1
Marsabit,5880917,Men with secondary or higher education,35.7,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416031,1416031,EDLITRMSCH,KEDHS2014416031,DHS,40,199,2
Isiolo,7378449,Men with secondary or higher education,37.9,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416032,1416032,EDLITRMSCH,KEDHS2014416032,DHS,35,196,2
Meru,2960298,Men with secondary or higher education,34.3,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416033,1416033,EDLITRMSCH,KEDHS2014416033,DHS,495,320,2
Tharaka-Nithi,6743386,Men with secondary or higher education,41.1,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416034,1416034,EDLITRMSCH,KEDHS2014416034,DHS,102,215,2
Embu,5018008,Men with secondary or higher education,38,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416035,1416035,EDLITRMSCH,KEDHS2014416035,DHS,164,266,2
Kitui,6394573,Men with secondary or higher education,29.1,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416036,1416036,EDLITRMSCH,KEDHS2014416036,DHS,303,318,2
Machakos,2357340,Men with secondary or higher education,46.8,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416037,1416037,EDLITRMSCH,KEDHS2014416037,DHS,436,335,2
Makueni,1446061,Men with secondary or higher education,46.8,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416038,1416038,EDLITRMSCH,KEDHS2014416038,DHS,250,295,2
Central,7211964,Men with secondary or higher education,58.4,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416002,1416040,EDLITRMSCH,KEDHS2014416002,DHS,1564,1248,1
Nyandarua,5146794,Men with secondary or higher education,50.1,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416041,1416041,EDLITRMSCH,KEDHS2014416041,DHS,198,242,2
Nyeri,4682549,Men with secondary or higher education,60.5,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416042,1416042,EDLITRMSCH,KEDHS2014416042,DHS,229,275,2
Kirinyaga,4320197,Men with secondary or higher education,42.9,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416043,1416043,EDLITRMSCH,KEDHS2014416043,DHS,184,250,2
Murang'a,2357331,Men with secondary or higher education,49.1,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416044,1416044,EDLITRMSCH,KEDHS2014416044,DHS,284,250,2
Kiambu,3050753,Men with secondary or higher education,68.5,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416045,1416045,EDLITRMSCH,KEDHS2014416045,DHS,669,231,2
Rift Valley,3963908,Men with secondary or higher education,45.7,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416006,1416050,EDLITRMSCH,KEDHS2014416006,DHS,3050,3484,1
Turkana,1378161,Men with secondary or higher education,21.8,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416051,1416051,EDLITRMSCH,KEDHS2014416051,DHS,76,118,2
West Pokot,2104457,Men with secondary or higher education,15.6,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416052,1416052,EDLITRMSCH,KEDHS2014416052,DHS,103,234,2
Samburu,6729288,Men with secondary or higher education,35.5,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416053,1416053,EDLITRMSCH,KEDHS2014416053,DHS,35,159,2
Trans-Nzoia,7510485,Men with secondary or higher education,38.8,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416054,1416054,EDLITRMSCH,KEDHS2014416054,DHS,329,322,2
Uasin Gishu,6624147,Men with secondary or higher education,53.3,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416055,1416055,EDLITRMSCH,KEDHS2014416055,DHS,355,335,2
Elgeyo Marakwet,6267304,Men with secondary or higher education,48.7,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416056,1416056,EDLITRMSCH,KEDHS2014416056,DHS,86,234,2
Nandi,1453548,Men with secondary or higher education,40.1,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416057,1416057,EDLITRMSCH,KEDHS2014416057,DHS,264,338,2
Baringo,5903254,Men with secondary or higher education,44.1,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416058,1416058,EDLITRMSCH,KEDHS2014416058,DHS,125,229,2
Laikipia,1083373,Men with secondary or higher education,56.8,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416059,1416059,EDLITRMSCH,KEDHS2014416059,DHS,124,234,2
Nakuru,5183884,Men with secondary or higher education,55.6,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416060,1416060,EDLITRMSCH,KEDHS2014416060,DHS,589,280,2
Narok,4662727,Men with secondary or higher education,32.7,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416061,1416061,EDLITRMSCH,KEDHS2014416061,DHS,240,265,2
Kajiado,4343471,Men with secondary or higher education,62.1,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416062,1416062,EDLITRMSCH,KEDHS2014416062,DHS,241,226,2
Kericho,7182568,Men with secondary or higher education,44.9,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416063,1416063,EDLITRMSCH,KEDHS2014416063,DHS,215,227,2
Bomet,3871316,Men with secondary or higher education,39.7,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416064,1416064,EDLITRMSCH,KEDHS2014416064,DHS,267,283,2
Western,6058672,Men with secondary or higher education,38.8,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416007,1416070,EDLITRMSCH,KEDHS2014416007,DHS,1164,1130,1
Kakamega,2981145,Men with secondary or higher education,41.4,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416071,1416071,EDLITRMSCH,KEDHS2014416071,DHS,411,312,2
Vihiga,6741756,Men with secondary or higher education,39,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416072,1416072,EDLITRMSCH,KEDHS2014416072,DHS,140,252,2
Bungoma,7578391,Men with secondary or higher education,37.5,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416073,1416073,EDLITRMSCH,KEDHS2014416073,DHS,413,307,2
Busia,6638104,Men with secondary or higher education,36.3,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416074,1416074,EDLITRMSCH,KEDHS2014416074,DHS,199,259,2
Nyanza,5592168,Men with secondary or higher education,48.6,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416005,1416080,EDLITRMSCH,KEDHS2014416005,DHS,1405,1542,1
Siaya,4335560,Men with secondary or higher education,42.3,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416081,1416081,EDLITRMSCH,KEDHS2014416081,DHS,213,264,2
Kisumu,7168962,Men with secondary or higher education,55.8,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416082,1416082,EDLITRMSCH,KEDHS2014416082,DHS,309,272,2
Homa Bay,6355885,Men with secondary or higher education,37.9,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416083,1416083,EDLITRMSCH,KEDHS2014416083,DHS,243,238,2
Migori,1672498,Men with secondary or higher education,32.5,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416084,1416084,EDLITRMSCH,KEDHS2014416084,DHS,211,251,2
Kisii,1145361,Men with secondary or higher education,58.7,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416085,1416085,EDLITRMSCH,KEDHS2014416085,DHS,315,291,2
Nyamira,1674129,Men with secondary or higher education,64.7,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416086,1416086,EDLITRMSCH,KEDHS2014416086,DHS,114,226,2
Nairobi,5740683,Men with secondary or higher education,72.9,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416001,1416090,EDLITRMSCH,KEDHS2014416001,DHS,1568,370,1
Nairobi,5740684,Men with secondary or higher education,72.9,2014,KE2014DHS,ED_LITR_M_SCH,231234120,I,416001,1416090,EDLITRMSCH,KEDHS2014416001,DHS,1568,370,2
Coast,5055664,Men who can read a whole sentence,45.8,2014,KE2014DHS,ED_LITR_M_RDW,231234130,I,416003,1416010,EDLITRMRDW,KEDHS2014416003,DHS,1260,1505,1
Mombasa,2340868,Men who can read a whole sentence,40.4,2014,KE2014DHS,ED_LITR_M_RDW,231234130,I,416011,1416011,EDLITRMRDW,KEDHS2014416011,DHS,481,270,2
Kwale,1919041,Men who can read a whole sentence,42.1,2014,KE2014DHS,ED_LITR_M_RDW,231234130,I,416012,1416012,EDLITRMRDW,KEDHS2014416012,DHS,226,250,2
Kilifi,5735496,Men who can read a whole sentence,54.1,2014,KE2014DHS,ED_LITR_M_RDW,231234130,I,416013,1416013,EDLITRMRDW,KEDHS2014416013,DHS,359,304,2
Tana River,6200698,Men who can read a whole sentence,50.8,2014,KE2014DHS,ED_LITR_M_RDW,231234130,I,416014,1416014,EDLITRMRDW,KEDHS2014416014,DHS,65,204,2
Lamu,2067092,Men who can read a whole sentence,48.3,2014,KE2014DHS,ED_LITR_M_RDW,231234130,I,416015,1416015,EDLITRMRDW,KEDHS2014416015,DHS,37,227,2
Taita Taveta,4919897,Men who can read a whole sentence,46.3,2014,KE2014DHS,ED_LITR_M_RDW,231234130,I,416016,1416016,EDLITRMRDW,KEDHS2014416016,DHS,93,250,2
North Eastern,6830198,Men who can read a whole sentence,29.2,2014,KE2014DHS,ED_LITR_M_RDW,231234130,I,416008,1416020,EDLITRMRDW,KEDHS2014416008,DHS,227,591,1
Garissa,7198864,Men who can read a whole sentence,28.2,2014,KE2014DHS,ED_LITR_M_RDW,231234130,I,416021,1416021,EDLITRMRDW,KEDHS2014416021,DHS,94,208,2
Wajir,5160850,Men who can read a whole sentence,27.7,2014,KE2014DHS,ED_LITR_M_RDW,231234130,I,416022,1416022,EDLITRMRDW,KEDHS2014416022,DHS,72,187,2
Mandera,3557068,Men who can read a whole sentence,32.7,2014,KE2014DHS,ED_LITR_M_RDW,231234130,I,416023,1416023,EDLITRMRDW,KEDHS2014416023,DHS,60,196,2
Eastern,3525296,Men who can read a whole sentence,46.2,2014,KE2014DHS,ED_LITR_M_RDW,231234130,I,416004,1416030,EDLITRMRDW,KEDHS2014416004,DHS,1825,2144,1
Marsabit,5880915,Men who can read a whole sentence,7.1,2014,KE2014DHS,ED_LITR_M_RDW,231234130,I,416031,1416031,EDLITRMRDW,KEDHS2014416031,DHS,40,199,2
Isiolo,7378447,Men who can read a whole sentence,27.7,2014,KE2014DHS,ED_LITR_M_RDW,231234130,I,416032,1416032,EDLITRMRDW,KEDHS2014416032,DHS,35,196,2
Meru,2960261,Men who can read a whole sentence,52.1,2014,KE2014DHS,ED_LITR_M_RDW,231234130,I,416033,1416033,EDLITRMRDW,KEDHS2014416033,DHS,495,320,2
Tharaka-Nithi,6743383,Men who can read a whole sentence,47.1,2014,KE2014DHS,ED_LITR_M_RDW,231234130,I,416034,1416034,EDLITRMRDW,KEDHS2014416034,DHS,102,215,2
Embu,5017995,Men who can read a whole sentence,44.3,2014,KE2014DHS,ED_LITR_M_RDW,231234130,I,416035,1416035,EDLITRMRDW,KEDHS2014416035,DHS,164,266,2
Kitui,6394560,Men who can read a whole sentence,43.7,2014,KE2014DHS,ED_LITR_M_RDW,231234130,I,416036,1416036,EDLITRMRDW,KEDHS2014416036,DHS,303,318,2
Machakos,2357309,Men who can read a whole sentence,47.3,2014,KE2014DHS,ED_LITR_M_RDW,231234130,I,416037,1416037,EDLITRMRDW,KEDHS2014416037,DHS,436,335,2
Makueni,1446056,Men who can read a whole sentence,45.4,2014,KE2014DHS,ED_LITR_M_RDW,231234130,I,416038,1416038,EDLITRMRDW,KEDHS2014416038,DHS,250,295,2
Central,7211913,Men who can read a whole sentence,32.3,2014,KE2014DHS,ED_LITR_M_RDW,231234130,I,416002,1416040,EDLITRMRDW,KEDHS2014416002,DHS,1564,1248,1
Nyandarua,5146765,Men who can read a whole sentence,36.9,2014,KE2014DHS,ED_LITR_M_RDW,231234130,I,416041,1416041,EDLITRMRDW,KEDHS2014416041,DHS,198,242,2
Nyeri,4682542,Men who can read a whole sentence,29.4,2014,KE2014DHS,ED_LITR_M_RDW,231234130,I,416042,1416042,EDLITRMRDW,KEDHS2014416042,DHS,229,275,2
Kirinyaga,4320194,Men who can read a whole sentence,45,2014,KE2014DHS,ED_LITR_M_RDW,231234130,I,416043,1416043,EDLITRMRDW,KEDHS2014416043,DHS,184,250,2
Murang'a,2357307,Men who can read a whole sentence,37.5,2014,KE2014DHS,ED_LITR_M_RDW,231234130,I,416044,1416044,EDLITRMRDW,KEDHS2014416044,DHS,284,250,2
Kiambu,3050750,Men who can read a whole sentence,26.2,2014,KE2014DHS,ED_LITR_M_RDW,231234130,I,416045,1416045,EDLITRMRDW,KEDHS2014416045,DHS,669,231,2
Rift Valley,3963906,Men who can read a whole sentence,34.4,2014,KE2014DHS,ED_LITR_M_RDW,231234130,I,416006,1416050,EDLITRMRDW,KEDHS2014416006,DHS,3050,3484,1
Turkana,1378160,Men who can read a whole sentence,6.8,2014,KE2014DHS,ED_LITR_M_RDW,231234130,I,416051,1416051,EDLITRMRDW,KEDHS2014416051,DHS,76,118,2
West Pokot,2104454,Men who can read a whole sentence,47,2014,KE2014DHS,ED_LITR_M_RDW,231234130,I,416052,1416052,EDLITRMRDW,KEDHS2014416052,DHS,103,234,2
Samburu,6729281,Men who can read a whole sentence,22,2014,KE2014DHS,ED_LITR_M_RDW,231234130,I,416053,1416053,EDLITRMRDW,KEDHS2014416053,DHS,35,159,2
Trans-Nzoia,7510491,Men who can read a whole sentence,45.3,2014,KE2014DHS,ED_LITR_M_RDW,231234130,I,416054,1416054,EDLITRMRDW,KEDHS2014416054,DHS,329,322,2
Uasin Gishu,6624146,Men who can read a whole sentence,38.2,2014,KE2014DHS,ED_LITR_M_RDW,231234130,I,416055,1416055,EDLITRMRDW,KEDHS2014416055,DHS,355,335,2
